param D : 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 
0 16.0 38.0 77.0 5.0 82.0 0.0 62.0 97.0 70.0 57.0 26.0 59.0 50.0 0.0 2.0 79.0 25.0 98.0 89.0 2.0 58.0 88.0 15.0 81.0 0.0 35.0 19.0 33.0 90.0 59.0 47.0 94.0 10.0 94.0 45.0 83.0 20.0 0.0 16.0 51.0 33.0 46.0 87.0 0.0 0.0 39.0 44.0 63.0 34.0 48.0 0.0 14.0 82.0 89.0 17.0 9.0 94.0 70.0 95.0 56.0 42.0 0.0 64.0 53.0 77.0 63.0 0.0 84.0 26.0 0.0 71.0 0.0 25.0 89.0 5.0 0.0 33.0 39.0 91.0 86.0 61.0 41.0 75.0 34.0 39.0 4.0 37.0 65.0 65.0 54.0 0.0 15.0 12.0 28.0 83.0 37.0 59.0 48.0 63.0 24.0 
1 38.0 95.0 97.0 0.0 44.0 41.0 71.0 69.0 83.0 72.0 63.0 0.0 76.0 22.0 75.0 89.0 71.0 3.0 44.0 77.0 67.0 0.0 80.0 48.0 38.0 5.0 7.0 83.0 89.0 17.0 5.0 56.0 82.0 48.0 23.0 55.0 73.0 17.0 81.0 60.0 53.0 54.0 37.0 87.0 58.0 34.0 56.0 47.0 0.0 22.0 71.0 99.0 67.0 87.0 56.0 26.0 52.0 95.0 18.0 93.0 40.0 0.0 0.0 46.0 83.0 59.0 19.0 85.0 28.0 0.0 51.0 86.0 11.0 24.0 20.0 100.0 0.0 30.0 79.0 35.0 24.0 27.0 26.0 0.0 29.0 94.0 83.0 33.0 46.0 0.0 64.0 39.0 10.0 0.0 49.0 91.0 13.0 3.0 29.0 85.0 
2 77.0 97.0 93.0 69.0 35.0 50.0 39.0 0.0 64.0 0.0 56.0 91.0 63.0 53.0 0.0 29.0 0.0 9.0 57.0 5.0 16.0 0.0 99.0 65.0 51.0 0.0 88.0 91.0 36.0 0.0 33.0 30.0 5.0 74.0 76.0 20.0 72.0 15.0 41.0 31.0 70.0 14.0 22.0 0.0 0.0 0.0 93.0 0.0 0.0 0.0 60.0 17.0 61.0 0.0 0.0 0.0 3.0 95.0 39.0 0.0 33.0 19.0 47.0 15.0 88.0 91.0 77.0 0.0 68.0 87.0 34.0 0.0 27.0 47.0 29.0 28.0 59.0 54.0 78.0 11.0 40.0 67.0 2.0 36.0 31.0 35.0 0.0 78.0 54.0 40.0 1.0 97.0 0.0 6.0 0.0 83.0 72.0 76.0 88.0 13.0 
3 5.0 0.0 69.0 0.0 52.0 52.0 29.0 51.0 4.0 75.0 58.0 0.0 30.0 3.0 72.0 0.0 70.0 75.0 64.0 13.0 92.0 93.0 0.0 0.0 39.0 64.0 86.0 77.0 92.0 0.0 54.0 0.0 6.0 35.0 86.0 14.0 47.0 37.0 0.0 99.0 57.0 88.0 0.0 2.0 30.0 46.0 37.0 6.0 13.0 0.0 27.0 0.0 38.0 63.0 57.0 44.0 13.0 0.0 0.0 28.0 55.0 21.0 2.0 14.0 52.0 63.0 17.0 18.0 44.0 0.0 40.0 43.0 52.0 73.0 57.0 4.0 16.0 70.0 88.0 94.0 48.0 97.0 30.0 42.0 0.0 17.0 61.0 67.0 96.0 66.0 38.0 65.0 100.0 47.0 9.0 78.0 32.0 33.0 69.0 92.0 
4 82.0 44.0 35.0 52.0 0.0 31.0 40.0 37.0 0.0 21.0 19.0 8.0 50.0 0.0 13.0 2.0 70.0 33.0 21.0 0.0 77.0 77.0 11.0 84.0 22.0 73.0 0.0 91.0 93.0 43.0 56.0 65.0 56.0 47.0 12.0 54.0 59.0 60.0 84.0 71.0 50.0 19.0 24.0 69.0 74.0 97.0 86.0 63.0 14.0 60.0 95.0 80.0 47.0 19.0 26.0 95.0 65.0 0.0 49.0 2.0 64.0 13.0 22.0 0.0 0.0 45.0 61.0 10.0 85.0 0.0 72.0 0.0 48.0 7.0 33.0 86.0 71.0 39.0 35.0 77.0 23.0 27.0 39.0 17.0 54.0 0.0 41.0 0.0 0.0 42.0 31.0 31.0 7.0 72.0 40.0 64.0 80.0 35.0 0.0 44.0 
5 0.0 41.0 50.0 52.0 31.0 20.0 59.0 85.0 2.0 0.0 81.0 78.0 0.0 68.0 2.0 0.0 47.0 17.0 73.0 41.0 58.0 0.0 70.0 3.0 42.0 12.0 92.0 30.0 0.0 53.0 0.0 61.0 94.0 0.0 8.0 6.0 55.0 0.0 30.0 43.0 84.0 62.0 72.0 64.0 59.0 0.0 43.0 97.0 11.0 64.0 0.0 57.0 63.0 6.0 8.0 19.0 23.0 22.0 0.0 11.0 98.0 44.0 87.0 54.0 37.0 62.0 41.0 23.0 44.0 88.0 23.0 11.0 80.0 24.0 60.0 74.0 86.0 6.0 58.0 83.0 89.0 88.0 0.0 78.0 91.0 83.0 83.0 64.0 81.0 42.0 79.0 6.0 84.0 46.0 41.0 0.0 27.0 56.0 13.0 64.0 
6 62.0 71.0 39.0 29.0 40.0 59.0 51.0 0.0 88.0 92.0 60.0 20.0 11.0 37.0 35.0 35.0 64.0 45.0 15.0 40.0 35.0 0.0 59.0 8.0 70.0 98.0 0.0 0.0 0.0 22.0 77.0 33.0 0.0 12.0 53.0 76.0 94.0 95.0 74.0 56.0 0.0 84.0 65.0 79.0 74.0 49.0 1.0 95.0 78.0 28.0 45.0 39.0 61.0 91.0 62.0 45.0 82.0 31.0 62.0 0.0 56.0 40.0 62.0 0.0 66.0 87.0 63.0 75.0 8.0 42.0 31.0 51.0 48.0 35.0 50.0 50.0 96.0 22.0 81.0 56.0 44.0 18.0 21.0 0.0 85.0 85.0 99.0 0.0 74.0 94.0 24.0 100.0 88.0 0.0 0.0 42.0 0.0 85.0 77.0 63.0 
7 97.0 69.0 0.0 51.0 37.0 85.0 0.0 0.0 58.0 32.0 12.0 8.0 37.0 82.0 85.0 0.0 13.0 5.0 65.0 29.0 0.0 60.0 68.0 25.0 73.0 0.0 11.0 14.0 97.0 81.0 0.0 65.0 40.0 61.0 69.0 86.0 28.0 0.0 26.0 9.0 24.0 7.0 32.0 27.0 63.0 33.0 88.0 15.0 31.0 42.0 0.0 39.0 0.0 19.0 5.0 32.0 68.0 58.0 54.0 68.0 0.0 13.0 54.0 0.0 26.0 65.0 18.0 0.0 0.0 7.0 53.0 42.0 74.0 32.0 51.0 85.0 13.0 59.0 45.0 65.0 35.0 54.0 0.0 73.0 64.0 3.0 0.0 44.0 24.0 47.0 58.0 87.0 85.0 76.0 63.0 80.0 73.0 13.0 65.0 97.0 
8 70.0 83.0 64.0 4.0 0.0 2.0 88.0 58.0 92.0 0.0 48.0 4.0 0.0 15.0 44.0 0.0 5.0 27.0 28.0 37.0 64.0 72.0 71.0 61.0 77.0 85.0 52.0 89.0 3.0 37.0 16.0 93.0 21.0 79.0 99.0 75.0 28.0 36.0 70.0 74.0 78.0 94.0 8.0 1.0 65.0 18.0 71.0 71.0 1.0 1.0 45.0 33.0 92.0 12.0 0.0 61.0 70.0 29.0 16.0 0.0 18.0 0.0 96.0 88.0 19.0 98.0 31.0 0.0 51.0 55.0 41.0 0.0 21.0 0.0 39.0 96.0 68.0 0.0 30.0 25.0 57.0 15.0 97.0 87.0 0.0 61.0 48.0 10.0 14.0 44.0 25.0 4.0 73.0 53.0 27.0 83.0 32.0 65.0 19.0 47.0 
9 57.0 72.0 0.0 75.0 21.0 0.0 92.0 32.0 0.0 0.0 83.0 53.0 78.0 0.0 12.0 91.0 74.0 18.0 81.0 38.0 76.0 61.0 50.0 37.0 12.0 22.0 58.0 61.0 39.0 77.0 1.0 67.0 67.0 32.0 11.0 0.0 91.0 0.0 73.0 0.0 89.0 41.0 70.0 0.0 86.0 46.0 36.0 39.0 41.0 56.0 80.0 65.0 2.0 93.0 50.0 47.0 22.0 58.0 90.0 1.0 92.0 8.0 62.0 99.0 87.0 9.0 0.0 47.0 13.0 34.0 77.0 8.0 8.0 27.0 52.0 40.0 8.0 34.0 2.0 26.0 4.0 0.0 67.0 0.0 100.0 5.0 0.0 55.0 69.0 100.0 16.0 98.0 53.0 41.0 25.0 67.0 0.0 35.0 62.0 55.0 
